0,1,2
1.8995375057941246,6.399999999999985,3.00333
1.9152552400916247,6.449999999999985,3.06021
1.9328221933801248,6.499999999999985,3.10326
1.948272258341914,6.549999999999985,3.16162
1.9666667784367347,6.5999999999999845,3.21977
1.9835868055885046,6.649999999999984,3.26203
2.002207710655435,6.699999999999984,3.31797
2.0200859534643345,6.749999999999984,3.36249
2.041251725238457,6.799999999999984,3.42009
2.0624867744231774,6.849999999999984,3.50305
2.0842256451062773,6.8999999999999835,3.59308
2.107169276558878,6.949999999999983,3.65342
2.127230544595979,6.999999999999983,3.72037
2.1520138381056784,7.049999999999983,3.81151
2.1764105160109257,7.099999999999983,3.89341
2.2051175158368856,7.149999999999983,3.99532
